,asin,product name,ratings,reviews,helpful,date,Unnamed: 6,target,text
242,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",5,"

  One a day as a treat at lunch. I'm diabetic so I avoid anything that spikes my glucose and I avoid too much caffeine. Sparkling Ice really provides a nice sweetish flavor for me. Yes it has Sucralose but I'm not going to avoid it for that. Your choice if you don't care for it.

",0,11-Oct-20,,p,"

  One a day as a treat at lunch. I'm diabetic so I avoid anything that spikes my glucose and I avoid too much caffeine. Sparkling Ice really provides a nice sweetish flavor for me. Yes it has Sucralose but I'm not going to avoid it for that. Your choice if you don't care for it.

"
243,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",5,"

  This is one of my fave flavors of this if not my favorite one. Cheaper than the store usually,but has gone up a bit recently bc of the current circumstances. It has artificial sweetener that some people find upsetting... so make sure you don't have a issue with that. Ships quickly and in a big box.

",0,6-Jun-20,,p,"

  This is one of my fave flavors of this if not my favorite one. Cheaper than the store usually,but has gone up a bit recently bc of the current circumstances. It has artificial sweetener that some people find upsetting... so make sure you don't have a issue with that. Ships quickly and in a big box.

"
244,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",3,"

  Soooo...  the corporate overlords who make this product may not approve, but pouring out about a quarter of the bottle and replacing it with rum, makes it my favorite low key refreshing adult beverage for the beach!  Like a sparkling, low-carb, low-calorie pina colada!  Bought it for a recent pontoon boat day on a river, and made them for others, and the only reason I didn't give it five stars for taste is because a couple of the folks could taste the artificial sweetener, so if you are sensitive to that, this may not be for you.

",0,2-Jun-19,,n,"

  Soooo...  the corporate overlords who make this product may not approve, but pouring out about a quarter of the bottle and replacing it with rum, makes it my favorite low key refreshing adult beverage for the beach!  Like a sparkling, low-carb, low-calorie pina colada!  Bought it for a recent pontoon boat day on a river, and made them for others, and the only reason I didn't give it five stars for taste is because a couple of the folks could taste the artificial sweetener, so if you are sensitive to that, this may not be for you.

"
245,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",5,"

  I am a fan of sparkling water and this is one of my favorite sparkling waters. Sparkling Ice has a great product line, the water has Vitamin B3, B5, B6, B12 and D3. Plus it has zero calories. The taste is kind of soft drink like more than natural but it is naturally flavored according to Sparkling ICE. It is sweeter than other sparkling waters but it not overly sweet in my opinion. Amazon's price and being eligible for free shipping makes it a great deal. The reason I only gave 4 stars is because it goes flat too fast in my opinion. It is better if you drink the bottle in one sitting. It is  also sweetened with Splenda, if it were sweetened with a natural sweetener it would get 5 stars despite not being able to get through a Veronica Mars episode without my drink going flat.

",9,15-Mar-12,,p,"

  I am a fan of sparkling water and this is one of my favorite sparkling waters. Sparkling Ice has a great product line, the water has Vitamin B3, B5, B6, B12 and D3. Plus it has zero calories. The taste is kind of soft drink like more than natural but it is naturally flavored according to Sparkling ICE. It is sweeter than other sparkling waters but it not overly sweet in my opinion. Amazon's price and being eligible for free shipping makes it a great deal. The reason I only gave 4 stars is because it goes flat too fast in my opinion. It is better if you drink the bottle in one sitting. It is  also sweetened with Splenda, if it were sweetened with a natural sweetener it would get 5 stars despite not being able to get through a Veronica Mars episode without my drink going flat.

"
246,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",5,"

  Love this favor.  Sometimes hard to find in the grocery stores - glad it is on Amazon. Have it on auto-Order which is great.  If I had to say one bad thing is that the delivery driver sometimes tosses on to the porch. Also wish there was a way  there was a combination you can order .

",0,10-Aug-20,,p,"

  Love this favor.  Sometimes hard to find in the grocery stores - glad it is on Amazon. Have it on auto-Order which is great.  If I had to say one bad thing is that the delivery driver sometimes tosses on to the porch. Also wish there was a way  there was a combination you can order .

"
247,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",4,"

  Some other reviews say that they can't taste the coconut but I certainly can.  It is very coconutty (ha ha).  The only problem for me is that this flavor is way too sweet.  It would make a terrific pina colada however.I like orange mango (my favorite) and lemon lime much better.  I wish I could try the grapefruit but because I am on cholesterol medication, I can't. All-in-all, these sparkling ices are wonderful, you just have to find your flavor. Try the variety pack and read the reviews.I tried the Lemonade because of the rave reviews but was disappointed.  I thought it tasted too sweet and not enough lemon flavor.  I guess it is a matter of tsste.I recently tried the Pomegranate Blueberry and was pleasantly surprised.  It was flavorful, I could really taste the pomegranate.  It was even a little tart, more tart than the lemonade.My new 2 picks are Lemon-Lime and Pomegranate Blueberry.

",1,15-Nov-12,,p,"

  Some other reviews say that they can't taste the coconut but I certainly can.  It is very coconutty (ha ha).  The only problem for me is that this flavor is way too sweet.  It would make a terrific pina colada however.I like orange mango (my favorite) and lemon lime much better.  I wish I could try the grapefruit but because I am on cholesterol medication, I can't. All-in-all, these sparkling ices are wonderful, you just have to find your flavor. Try the variety pack and read the reviews.I tried the Lemonade because of the rave reviews but was disappointed.  I thought it tasted too sweet and not enough lemon flavor.  I guess it is a matter of tsste.I recently tried the Pomegranate Blueberry and was pleasantly surprised.  It was flavorful, I could really taste the pomegranate.  It was even a little tart, more tart than the lemonade.My new 2 picks are Lemon-Lime and Pomegranate Blueberry.

"
248,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",5,"

  We have been using ginger ale for a long time but ever since I have tried this, we have not tried ginger ale once.  The best part is zero sugar and the same or better taste than ginger ale.Give it a try and you will not be disappointed.

",1,8-May-20,,p,"

  We have been using ginger ale for a long time but ever since I have tried this, we have not tried ginger ale once.  The best part is zero sugar and the same or better taste than ginger ale.Give it a try and you will not be disappointed.

"
249,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",1,"

  The flavor of these are great, unfortunatelythey are like drinking delicious acid. The carbonation is so overwhelming you feel like you’re gonna end up as the joker before you get through half of one. Or your tongue is going to say eff this and just leav your face screaming profanities.

",0,8-Jul-20,,n,"

  The flavor of these are great, unfortunatelythey are like drinking delicious acid. The carbonation is so overwhelming you feel like you’re gonna end up as the joker before you get through half of one. Or your tongue is going to say eff this and just leav your face screaming profanities.

"
250,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",5,"

  Product is definitely good for under $1 per bottle. Anybody charging more than $10 for a pack of 12 is PRICE HIKING! I like this product but will make it myself now. $26 a case?! Y'all tripping.

",1,28-May-20,,p,"

  Product is definitely good for under $1 per bottle. Anybody charging more than $10 for a pack of 12 is PRICE HIKING! I like this product but will make it myself now. $26 a case?! Y'all tripping.

"
251,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",5,"

  Update: I just bought the combo variety that unfortunately doesn't include the Coconut Pineapple in it for just under $10, because they raised this from $12 to over $20!!! (FYI: You can get 18 of the variety at Sam's Club for just under $11) I get so tired of & annoyed with sellers doing raising prices overnight, double and sometimes even triple the price. Ridiculous!!!  As far as the product: I love these Sparkling ICE drinks!  I have tried them all and like them all. (I don't much care for their lemonades.) The Coconut Pineapple is my favorite! A close second fave is Pink Grapefruit. They are both so so so yummy!

",2,7-May-15,,p,"

  Update: I just bought the combo variety that unfortunately doesn't include the Coconut Pineapple in it for just under $10, because they raised this from $12 to over $20!!! (FYI: You can get 18 of the variety at Sam's Club for just under $11) I get so tired of & annoyed with sellers doing raising prices overnight, double and sometimes even triple the price. Ridiculous!!!  As far as the product: I love these Sparkling ICE drinks!  I have tried them all and like them all. (I don't much care for their lemonades.) The Coconut Pineapple is my favorite! A close second fave is Pink Grapefruit. They are both so so so yummy!

"
252,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",1,"

  I'm a middle aged sugar addict with a three soda a day habit. Since I want to avoid becoming diabetic, I've decided to stop drinking drinks containing sugar. I generally hate sugar free soft drinks but my wife bought this for me and it's almost literally the best soft drink I've ever had.The price on Amazon is high but.... this flavor isn't available locally so I can't really complain.If you like pineapple & coconut flavored drinks and don't want sugar then this is probably something you should consider.

",0,4-Oct-19,,n,"

  I'm a middle aged sugar addict with a three soda a day habit. Since I want to avoid becoming diabetic, I've decided to stop drinking drinks containing sugar. I generally hate sugar free soft drinks but my wife bought this for me and it's almost literally the best soft drink I've ever had.The price on Amazon is high but.... this flavor isn't available locally so I can't really complain.If you like pineapple & coconut flavored drinks and don't want sugar then this is probably something you should consider.

"
253,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",5,"

  I drink a lot of water all day. I need something flavorful and refreshing, especially working in 110 degrees or more everyday. This hits the spot and also replaces the occasional soda that I used to have daily.

",1,5-Jul-20,,p,"

  I drink a lot of water all day. I need something flavorful and refreshing, especially working in 110 degrees or more everyday. This hits the spot and also replaces the occasional soda that I used to have daily.

"
254,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",5,"

  I guess so many other customers like this particular flavor put out by Sparkling ICE - that's the reason so many local stores are SOLD OUT!  The prominent ginger flavor, slightly hinting of lime, is a great taste and one of the best ""ginger ale"" offerings around!

",0,17-Aug-20,,p,"

  I guess so many other customers like this particular flavor put out by Sparkling ICE - that's the reason so many local stores are SOLD OUT!  The prominent ginger flavor, slightly hinting of lime, is a great taste and one of the best ""ginger ale"" offerings around!

"
255,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",4,"

  Well packaged, value for money and Granddaughter is in love with kiwi-strawberry flavor. Made a big hit with her since she usually gets one at a time, she was dancing around the kitchen as if she had won a lotto . Receiving 12 bottles was beyond her imagination.

",0,19-Sep-20,,p,"

  Well packaged, value for money and Granddaughter is in love with kiwi-strawberry flavor. Made a big hit with her since she usually gets one at a time, she was dancing around the kitchen as if she had won a lotto . Receiving 12 bottles was beyond her imagination.

"
256,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",5,"

  I love this flavor, it’s a perfect blend of coconut and pineapple without all of the sugar! I was not a water drinker because there isn’t anything in water to make it appealing. I found these and now I am a regular water drinker! They taste much better than any drops or packet additives out there! I’m hooked!

",0,25-Jun-20,,p,"

  I love this flavor, it’s a perfect blend of coconut and pineapple without all of the sugar! I was not a water drinker because there isn’t anything in water to make it appealing. I found these and now I am a regular water drinker! They taste much better than any drops or packet additives out there! I’m hooked!

"
257,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",1,"

  SUGAR FREE drinks like these are becoming the drink that many people use and this is what we use.  12 bottles wrapped in a little box and delivered to my front door.  I like the flavor that I drink, and the care givers have their own tastes also.I like it because of the taste and that it is SUGAR FREE.

",0,1-Jun-19,,n,"

  SUGAR FREE drinks like these are becoming the drink that many people use and this is what we use.  12 bottles wrapped in a little box and delivered to my front door.  I like the flavor that I drink, and the care givers have their own tastes also.I like it because of the taste and that it is SUGAR FREE.

"
258,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",5,"

  The bubbly sparkling water is delicious.  zero calories. zero sugar.  Competitive pricing, even better when subscribing on Amazon Prime.  And even better when the case comes straight to our building and we don't have to lug it from the store to car to home.  Great and healthy alternative to soft drinks.  We always recycle at our building.

",0,7-Nov-19,,p,"

  The bubbly sparkling water is delicious.  zero calories. zero sugar.  Competitive pricing, even better when subscribing on Amazon Prime.  And even better when the case comes straight to our building and we don't have to lug it from the store to car to home.  Great and healthy alternative to soft drinks.  We always recycle at our building.

"
259,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",3,"

  Great price  Great product. This is one of my favorite flavors and it’s hard to find in stores. I have signed up for monthly subscription for this flavor. I highly recommend both the product and the seller.

",1,8-Feb-19,,n,"

  Great price  Great product. This is one of my favorite flavors and it’s hard to find in stores. I have signed up for monthly subscription for this flavor. I highly recommend both the product and the seller.

"
260,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",4,"

  Fantastic flavor and fizz! Tastes like real green apple juice only sparkly. I wish the bottles were shorter and thicker so they would fit my bottle insulators better. But, being tall and skinny does allow it to chill faster in the fridge. I'm tempted to try all the other flavors!

",0,7-Jun-20,,p,"

  Fantastic flavor and fizz! Tastes like real green apple juice only sparkly. I wish the bottles were shorter and thicker so they would fit my bottle insulators better. But, being tall and skinny does allow it to chill faster in the fridge. I'm tempted to try all the other flavors!

"
261,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",5,"

  Trying to stay away from soft drinks and got hooked on this.  Peach is my favorite.  Great tasting sparkling waters for anyone wanting something a little bit different from plain water and healthier than soda.  Price on Amazon is almost the same as my local grocery store so I have to watch when I want to buy it again who has the best price.

",1,10-Oct-17,,p,"

  Trying to stay away from soft drinks and got hooked on this.  Peach is my favorite.  Great tasting sparkling waters for anyone wanting something a little bit different from plain water and healthier than soda.  Price on Amazon is almost the same as my local grocery store so I have to watch when I want to buy it again who has the best price.

"
262,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",1,"

  This last batch has made me sick to my stomach for days and I finally isolated that it was my favorite drink! I've been buying for such a long time, but like I said, this last batch is tearing my insides up.

",1,17-Aug-20,,n,"

  This last batch has made me sick to my stomach for days and I finally isolated that it was my favorite drink! I've been buying for such a long time, but like I said, this last batch is tearing my insides up.

"
263,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",5,"

  Better price than in the store, excellent value. Happy to not have to go out during the pandemic for the simple luxuries in life.

",1,15-Jun-20,,p,"

  Better price than in the store, excellent value. Happy to not have to go out during the pandemic for the simple luxuries in life.

"
264,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",5,"

  I favor the black cherry but my hubs loved these. He had a mean soda habit years ago which ended up with him not drinking enough h2o>kidney stone... So he gave up soda and has been missing it. Bought a few of these for me to try and he loves them. They are hard to find in the stores so I get them here. Amazon please don't run out or discontinue.

",0,14-Dec-18,,p,"

  I favor the black cherry but my hubs loved these. He had a mean soda habit years ago which ended up with him not drinking enough h2o>kidney stone... So he gave up soda and has been missing it. Bought a few of these for me to try and he loves them. They are hard to find in the stores so I get them here. Amazon please don't run out or discontinue.

"
265,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",5,"

  Most of the Sparkling Ice flavors are tasty, and these flavors are as well.  Thanks to Subscribe & Save, we got this 12 pack for $9.92 total, so it makes more sense to have it delivered, rather than having to go out.

",1,14-Jan-19,,p,"

  Most of the Sparkling Ice flavors are tasty, and these flavors are as well.  Thanks to Subscribe & Save, we got this 12 pack for $9.92 total, so it makes more sense to have it delivered, rather than having to go out.

"
266,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",5,"

  I love all flavors but Raspberry, Blackberry are great with green tea and antioxidants  Great and Amazon sells it at a cost that won't break the bank.Out them in freezer in the summer,, out mowing the lawn take one and it quenches that thirst.  We use alot and Ed and I have one in evenin in bed as we watch TV.  TRY IT

",0,5-Mar-20,,p,"

  I love all flavors but Raspberry, Blackberry are great with green tea and antioxidants  Great and Amazon sells it at a cost that won't break the bank.Out them in freezer in the summer,, out mowing the lawn take one and it quenches that thirst.  We use alot and Ed and I have one in evenin in bed as we watch TV.  TRY IT

"
267,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",5,"

  I am a Diet Cola addict but I’ve got to admit that there are times I want something else that’s carbonated, sweet and cold without being full of sugar.  This is IT!It’s reminiscent of the old Cherry Lime Rickey from the good old days in NY! Tastes great and quenches my thirst for that special drink!

",0,11-Feb-20,,p,"

  I am a Diet Cola addict but I’ve got to admit that there are times I want something else that’s carbonated, sweet and cold without being full of sugar.  This is IT!It’s reminiscent of the old Cherry Lime Rickey from the good old days in NY! Tastes great and quenches my thirst for that special drink!

"
268,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",5,"

  I love all the flavors of ICE but Black Cherry is my favorite and it seems to be a favorite of many.  I can never find enough in the store so I found this site and ordered two cases of it and it arrived within a few days.  The price is great, getting ready to order more!!

",0,13-Jun-20,,p,"

  I love all the flavors of ICE but Black Cherry is my favorite and it seems to be a favorite of many.  I can never find enough in the store so I found this site and ordered two cases of it and it arrived within a few days.  The price is great, getting ready to order more!!

"
269,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",5,"

  I absolutely am in love with sparkling water!  Ice is by far the tastiest sparkling water Ive tried. Ive tried a lot of them. I have several variety packs saved to my monthly auto ship subscription which makes it even cheaper then buying them at the grocery and then lugging them home.  Love all the flavors.

",0,27-May-19,,p,"

  I absolutely am in love with sparkling water!  Ice is by far the tastiest sparkling water Ive tried. Ive tried a lot of them. I have several variety packs saved to my monthly auto ship subscription which makes it even cheaper then buying them at the grocery and then lugging them home.  Love all the flavors.

"
270,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",5,"

  Product was much to “vinegar” tasting, and liquid was too watered down with much  less flavor...except for the strong vinegar taste that was very strong.

",1,29-Jul-19,,p,"

  Product was much to “vinegar” tasting, and liquid was too watered down with much  less flavor...except for the strong vinegar taste that was very strong.

"
271,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",5,"

  Sparkling Ice and vodka has been my official summer drink for the third summer now. I've tried other brands, but this one is the best. I typically buy the case at Costco, but I ran out and needed some for a party. My dad brought over a variety of flavors, including this Pomegranate BlueBerry flavor. WOW! It's the best one. I've tried them all....this one is it. I actually spent a little more money to buy a case of just this flavor. It's not overly sweet; but it is sweet enough to work well as a mixer. The fruit flavor is unique and delicious.

",1,2-Jul-16,,p,"

  Sparkling Ice and vodka has been my official summer drink for the third summer now. I've tried other brands, but this one is the best. I typically buy the case at Costco, but I ran out and needed some for a party. My dad brought over a variety of flavors, including this Pomegranate BlueBerry flavor. WOW! It's the best one. I've tried them all....this one is it. I actually spent a little more money to buy a case of just this flavor. It's not overly sweet; but it is sweet enough to work well as a mixer. The fruit flavor is unique and delicious.

"
272,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",5,"

  good but flavors are bold and a tad too sweet but great as a mixer. I always open it and let it fizz out for a few minutes, if you do like alot of fizz it is great. A good summer flavor or drink mixer but a bit overwhelming as a drink on its own. Also packaging should be more eco-friendly!

",0,10-Aug-20,,p,"

  good but flavors are bold and a tad too sweet but great as a mixer. I always open it and let it fizz out for a few minutes, if you do like alot of fizz it is great. A good summer flavor or drink mixer but a bit overwhelming as a drink on its own. Also packaging should be more eco-friendly!

"
273,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",4,"

  Strawberry Watermelon is my favorite Ice flavor. At $1 a bottle, it's a refreshing treat. Especially if You're watching your calories since it's calorie free.  I've seen it on sale at the grocery store for $11/12pack; but for one dollar more it's delivered to my front door. Love it!!!  Just pay attention to the prices because sometimes it fluctuates by a couple of dollars.

",1,24-Jun-17,,p,"

  Strawberry Watermelon is my favorite Ice flavor. At $1 a bottle, it's a refreshing treat. Especially if You're watching your calories since it's calorie free.  I've seen it on sale at the grocery store for $11/12pack; but for one dollar more it's delivered to my front door. Love it!!!  Just pay attention to the prices because sometimes it fluctuates by a couple of dollars.

"
274,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",5,"

  Always enjoyed these drinks and now finding them on amazon for less than a dollar each is awesome.

",1,21-Mar-20,,p,"

  Always enjoyed these drinks and now finding them on amazon for less than a dollar each is awesome.

"
275,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",1,"

  I purchased four cases of ICE flavoured water.Purple Variety & Crisp Apple were delivered.The case of Nectarine/Peach, neither was the case of Lemon Lime delivered.I have already called Amazon Customer Service.Water still has not come.

",0,12-Aug-20,,n,"

  I purchased four cases of ICE flavoured water.Purple Variety & Crisp Apple were delivered.The case of Nectarine/Peach, neither was the case of Lemon Lime delivered.I have already called Amazon Customer Service.Water still has not come.

"
276,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",5,"

  I buy this pack regularly on Amazon since Walmart never has this in stock and it's cheaper than other places. My family loves all the flavors and we've been drinking these for years. Definitely a great way to drink something sweet with zero calories when you are tired of drinking water.

",0,30-Jul-19,,p,"

  I buy this pack regularly on Amazon since Walmart never has this in stock and it's cheaper than other places. My family loves all the flavors and we've been drinking these for years. Definitely a great way to drink something sweet with zero calories when you are tired of drinking water.

"
277,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",5,"

  This product looks different and tastes different than the one I buy in the store. This one is lighter in color and weaker in taste. I thought I was imagining it, but I compared it to my other one, and it is definitely different.The amazon product is on the left.

",0,6-Aug-20,,p,"

  This product looks different and tastes different than the one I buy in the store. This one is lighter in color and weaker in taste. I thought I was imagining it, but I compared it to my other one, and it is definitely different.The amazon product is on the left.

"
278,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",1,"

  Very tasty.  It is just tart enough that I find it discourages guzzling it while being an extremely pleasant drink.

",1,12-Nov-19,,n,"

  Very tasty.  It is just tart enough that I find it discourages guzzling it while being an extremely pleasant drink.

"
279,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",5,"

  The taste is awesome!  If you want a low calorie drink that really quenches your thirst this is it.  If you want a drink that has that “bite” like a Coke when you swallow this it it.  I also like that it has no caffeine and I can drink it in the evening without worry about not falling asleep. Win drink!

",0,12-Dec-19,,p,"

  The taste is awesome!  If you want a low calorie drink that really quenches your thirst this is it.  If you want a drink that has that “bite” like a Coke when you swallow this it it.  I also like that it has no caffeine and I can drink it in the evening without worry about not falling asleep. Win drink!

"
280,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",5,"

  I love this flavor. I was addicted to Diet Dr. Pepper but my doctor wanted me to give up sodas. I love carbonation and this is perfect for me. I haven't had a soda in over a year. The other flavors are good too but this is my favorite.

",2,3-Oct-17,,p,"

  I love this flavor. I was addicted to Diet Dr. Pepper but my doctor wanted me to give up sodas. I love carbonation and this is perfect for me. I haven't had a soda in over a year. The other flavors are good too but this is my favorite.

"
281,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",1,"

  Great flavor.  Sooo much better than any of the sparkling drink choices available at the grocery store.  I don't understand how people can drink the other brands 😨.  And I don't understand why they took Izze drinks off the self.

",1,21-Jan-19,,n,"

  Great flavor.  Sooo much better than any of the sparkling drink choices available at the grocery store.  I don't understand how people can drink the other brands 😨.  And I don't understand why they took Izze drinks off the self.

"
282,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",5,"

  I SWITCHED FROM pROPELI switched from Propel  to cut on sodium intake and this has a great taste. I drink it instead of plain water because I need some flavor for my taste. One of the best Sparkling Ices available particularly if you like lemonade.

",0,9-Dec-19,,p,"

  I SWITCHED FROM pROPELI switched from Propel  to cut on sodium intake and this has a great taste. I drink it instead of plain water because I need some flavor for my taste. One of the best Sparkling Ices available particularly if you like lemonade.

"
283,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",5,"

  Sparkling Ice needs a variety pack like how Starburst has an ""All the Reds"" pack OR have a way where the customer can pick which 3 or 4 flavors they want in the pack. No matter which variety pack I choose, there is always one flavor that I don't like. However, it's cheaper to buy the case like this than pay for them separately.

",0,25-Dec-19,,p,"

  Sparkling Ice needs a variety pack like how Starburst has an ""All the Reds"" pack OR have a way where the customer can pick which 3 or 4 flavors they want in the pack. No matter which variety pack I choose, there is always one flavor that I don't like. However, it's cheaper to buy the case like this than pay for them separately.

"
284,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",4,"

  The fact that this is listed as a subscribe and save, makes me live this product even more. Taste great, low calories, no carbs, no sodium, and full of vitamins. This is what I need when I want to get away from drinking water all of the time.

",0,23-Feb-20,,p,"

  The fact that this is listed as a subscribe and save, makes me live this product even more. Taste great, low calories, no carbs, no sodium, and full of vitamins. This is what I need when I want to get away from drinking water all of the time.

"
285,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",5,"

  I can't buy enough of these at Kroger's and HEB. The kiwi-strawberry and orange are my favorites out of the bunch. Sparking ICE drinks are great for us carbonation junkies but don't necessarily want to keep pumping 150+ calories, 30-40 g of sugar, and 60-80 mg of caffeine per soda can/bottle. There are some I don't like. The lemon-lime, lemonade and grapefruit don't taste very good but that's largely personal preference against those flavors. An added bonus are the trace amounts of vitamins and green tea extract you get per bottle. The best of all worlds when you need something carbonated, but don't want all the other garbage in sodas :). I've tried a ton of the zero calorie sodas and with the exception of Sprite Zero (which loses a significant amount of taste after a few sips), there's nothing quite like these Sparking Ice drinks.

",1,22-Oct-12,,p,"

  I can't buy enough of these at Kroger's and HEB. The kiwi-strawberry and orange are my favorites out of the bunch. Sparking ICE drinks are great for us carbonation junkies but don't necessarily want to keep pumping 150+ calories, 30-40 g of sugar, and 60-80 mg of caffeine per soda can/bottle. There are some I don't like. The lemon-lime, lemonade and grapefruit don't taste very good but that's largely personal preference against those flavors. An added bonus are the trace amounts of vitamins and green tea extract you get per bottle. The best of all worlds when you need something carbonated, but don't want all the other garbage in sodas :). I've tried a ton of the zero calorie sodas and with the exception of Sprite Zero (which loses a significant amount of taste after a few sips), there's nothing quite like these Sparking Ice drinks.

"
286,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",4,"

  The first 2 sips were amazing. The 3rd sip tasted like splenda. Yuck!! I get horrible headaches with this artificial sweetener.  I'm not sure how I missed it but I certainly did. Why do manufacturers think everything has to be sweet?? Shame.

",0,12-May-20,,p,"

  The first 2 sips were amazing. The 3rd sip tasted like splenda. Yuck!! I get horrible headaches with this artificial sweetener.  I'm not sure how I missed it but I certainly did. Why do manufacturers think everything has to be sweet?? Shame.

"
287,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",5,"

  3 cases of black cherry sparkling ice and not one bottle had any bubbles. First couple of time I ordered I had no problem but last time and this past order all drinks are flat. Not a good value for my money when most of the drinks got dumped down the drain.

",0,2-Jul-20,,p,"

  3 cases of black cherry sparkling ice and not one bottle had any bubbles. First couple of time I ordered I had no problem but last time and this past order all drinks are flat. Not a good value for my money when most of the drinks got dumped down the drain.

"
288,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",1,"

  i love this flavor!! I taste the Kiwi. That is so refreshing to me not to sweet. I do get a hint of strawberry. I will be ordering more. I have be honest I can't remember where I purchase the 1st one to see if I would like it! I LOVE THIS FLAVOR!

",0,24-Sep-20,,n,"

  i love this flavor!! I taste the Kiwi. That is so refreshing to me not to sweet. I do get a hint of strawberry. I will be ordering more. I have be honest I can't remember where I purchase the 1st one to see if I would like it! I LOVE THIS FLAVOR!

"
289,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",5,"

  This product comes in a variety of flavors and I've tried most of them.  I hadn't seen this flavor in my grocery store and Grape is one of my all time favorite flavors, I bought this 12 pack.  It's good of course but i'm finding it hard to taste the grape.

",0,24-Jul-19,,p,"

  This product comes in a variety of flavors and I've tried most of them.  I hadn't seen this flavor in my grocery store and Grape is one of my all time favorite flavors, I bought this 12 pack.  It's good of course but i'm finding it hard to taste the grape.

"
290,B07XC6WRJQ,"Sparkling ICE Sparkling Water, Variety Pack",5,"

  I liked this flavor the first bottle.  Thought it was something different to drink.  By the second or third bottle I’m thinking this isn’t that good.  By the time I got to bottle #12 I was relieved it was over.  Wouldn’t buy again.  Sparkling apple juice flavor just seems too weird to drink regularly.

",0,3-Dec-19,,p,"

  I liked this flavor the first bottle.  Thought it was something different to drink.  By the second or third bottle I’m thinking this isn’t that good.  By the time I got to bottle #12 I was relieved it was over.  Wouldn’t buy again.  Sparkling apple juice flavor just seems too weird to drink regularly.

"
